PMID,Journal,publisher_guess,year,doi,doi_url
38504819,Radiol Bras,Unknown,2023,10.1590/0100-3984.2023.0041,https://www.scielo.br/j/rb/a/Kkmx6ThMGQqLfBLZY3Z4Pbw/?lang=en
36514678,Radiol Bras,Unknown,2022,10.1590/0100-3984.2022.0022,https://www.scielo.br/j/rb/a/mqsPMRc5bGF8kc4bHynr4fP/?lang=en
33692599,Rev Psiquiatr Clin,Unknown,2019,10.1590/0101-60830000000212,https://www.scielo.br/j/rpc/a/zMNxh4fphBYFCGVqJ36HLTC/?lang=en
38896599,Cad Saude Publica,Unknown,2024,10.1590/0102-311XPT124423,https://www.scielo.br/j/csp/a/jjSdTwLMfjCbWYX3yx8kHph/?lang=pt
38198386,Cad Saude Publica,Unknown,2024,10.1590/0102-311XPT081323,https://www.scielo.br/j/csp/a/nsJw4knDvYr8YqtnJhX5dkj/?lang=pt
38896746,Sao Paulo Med J,Unknown,2024,10.1590/1516-3180.2023.0349.R1.08042024,https://www.scielo.br/j/spmj/a/cMhFGhdyF7X4YBZqYM3PxHp/?lang=en
38055420,Sao Paulo Med J,Unknown,2023,10.1590/1516-3180.2022.0401.R1.13032023,https://www.scielo.br/j/spmj/a/CwSxLMXYSCQbxtBsBbzdKFs/?lang=en
38885260,Genet Mol Biol,Unknown,2024,10.1590/1678-4685-GMB-2022-0383,https://www.scielo.br/j/gmb/a/tmvfhyrsjdYBXDJZKWtyyJf/?lang=en
38051353,Genet Mol Biol,Unknown,2023,10.1590/1678-4685-GMB-2023-0015,https://www.scielo.br/j/gmb/a/GmxvV8zMGJcCbmvjS6grHgp/?lang=en
38716935,Rev Assoc Med Bras,Unknown,2024,10.1590/1806-9282.20230990,https://www.scielo.br/j/ramb/a/7MDHNKMMK6b3VyDXxMYfMyB/?lang=en
38896656,Rev Soc Bras Med Trop,Unknown,2024,10.1590/0037-8682-0168-2024,https://www.scielo.br/j/rsbmt/a/nCj3ytjFsBv7nmcGhBn5trj/?lang=en
38896697,Rev Gaucha Enferm,Unknown,2024,10.1590/1983-1447.2024.20240083.en,https://www.scielo.br/j/rgenf/a/8qRsrsj8T9mKWfNHRzzt7Nx/?lang=en
38324882,Rev Gaucha Enferm,Unknown,2024,10.1590/1983-1447.2024.20230114.en,https://www.scielo.br/j/rgenf/a/cKfJDvyD5b64MhnkkQ56qyS/?lang=en
11188880,Rev Bras Biol,Unknown,2000,10.1590/s0034-71082000000300019,https://www.scielo.br/j/rbbio/a/ykyQ3qSdc69HnSJ7BNvQtNt/?lang=en
11188874,Rev Bras Biol,Unknown,2000,10.1590/s0034-71082000000300013,https://www.scielo.br/j/rbbio/a/Nh5XpNxThRxYc7VQ8Mn3Rrz/?lang=en
38896717,Rev Bras Enferm,Unknown,2024,10.1590/0034-7167.20247702e06,https://www.scielo.br/j/reben/a/cDmwVhqKzwsmBQkwGLpTYTf/?lang=en
38422314,Rev Bras Enferm,Unknown,2024,10.1590/0034-7167.20247701e04,https://www.scielo.br/j/reben/a/Hpj88LNNnZ7QKdSKjvY5rpc/?lang=en
38899929,Rev Esc Enferm USP,Unknown,2024,10.1590/1980-220X-REEUSP-2023-0383en,https://www.scielo.br/j/reeusp/a/B3vGbKzXsxnjfcM35Jgvzwv/?lang=en
38133529,Rev Esc Enferm USP,Unknown,2023,10.1590/1980-220X-REEUSP-2023-0370en,https://www.scielo.br/j/reeusp/a/VBBqbL9Ym55Lb4kG3Dt6qNz/?lang=en
15122417,Rev Hosp Clin Fac Med Sao Paulo,Unknown,2004,10.1590/s0041-87812004000200001,https://www.scielo.br/j/rhc/a/pXMXrS7vcnNSRwbSCL434Gs/?lang=en
38865575,Rev Inst Med Trop Sao Paulo,Unknown,2024,10.1590/S1678-9946202466037,https://www.scielo.br/j/rimtsp/a/NRRKVqvtrZmRVnfZWr7BNxw/?lang=en
38865573,Rev Inst Med Trop Sao Paulo,Unknown,2024,10.1590/S1678-9946202466035,https://www.scielo.br/j/rimtsp/a/kDmsDyNwQcbZDtWVSPHXFGf/?lang=en
38896651,Rev Bras Epidemiol,Unknown,2024,10.1590/1980-549720240031,https://www.scielo.br/j/rbepid/a/z8pKfqHthy6Tt9vtZmTN4Sx/?lang=en
36820749,Rev Bras Epidemiol,Unknown,2023,10.1590/1980-549720230012,https://www.scielo.br/j/rbepid/a/9bS7TMrNxbYbV9bLGrk98wk/?lang=en
23990755,Cad Saude Colet,Unknown,2013,10.1590/s1414-462x2013000100011,https://www.scielo.br/j/cadsc/a/FsXK5snGHsJGCTgJJ9mTFSv/?lang=en
24288454,Cad Saude Colet,Unknown,2012,10.1590/S1414-462X2012000400005,https://www.scielo.br/j/cadsc/a/sB4kyxJpVRtc8VY67ZPB4Jp/?lang=en
26401063,Educ Soc,Unknown,2010,10.1590/S0101-73302010000200007,https://www.scielo.br/j/es/a/PBGcfLysHXVXtcfbrhJjdbF/?lang=pt
38863570,Dement Neuropsychol,Unknown,2024,10.1590/1980-5764-DN-2024-E001,https://www.scielo.br/j/dn/a/wJ4MMvH8kjMbJJQPJTyn87M/?lang=en
31289414,Acta Amazon,Unknown,2017,10.1590/1809-4392201602663,https://www.scielo.br/j/aa/a/kJybD4NqYvkfgjSjKhrG6xQ/?lang=en
24639597,Acta Amazon,Unknown,2011,10.1590/S0044-59672011000200006,https://www.scielo.br/j/aa/a/HVvsgY4q38VLcRFpQrsg9Tv/?lang=pt
20927199,Nova Econ,Unknown,2009,10.1590/s0103-63512009000200005,https://www.scielo.br/j/neco/a/KjykDqZLY38LJj9HmhHf53h/?lang=pt
33935306,Rev Bras Educ Med,Unknown,2019,10.1590/1981-52712015v43n4rb20190098,https://www.scielo.br/j/rbem/a/tmZvLp6W4t5nFnXd3G8kq6c/?lang=pt
38913332,J Bras Nefrol,Unknown,2024,10.1590/2175-8239-JBN-2023-0207en,https://www.scielo.br/j/jbn/a/HCzgXgLBnYZsRhsCgD33dwB/?lang=en
38039493,J Bras Nefrol,Unknown,2024,10.1590/2175-8239-JBN-2023-0043en,https://www.scielo.br/j/jbn/a/8ff6KfCvFByQbryxJpfX5jm/?lang=en
26346060,Vibrant,Unknown,2015,10.1590/1809-43412015v12n1p067,https://www.scielo.br/j/vb/a/SLSx5VHxcxMgnCdsqX4gpMh/?lang=en
23306697,J Soc Bras Fonoaudiol,Unknown,2012,10.1590/s2179-64912012000400002,https://www.scielo.br/j/jsbf/a/vpmSQq5H7RzfNvRtzXmLdsg/?lang=pt
